"-25400199", "" , "SCREAMIN' EAGLE PERFORMANCE CAMS 2 Cams fit '18-later Softail and '17-later Touring models. Requires separate purchase of Cam Drive Retention Kit P/N 25566-06. Installation may require Cam Spacer Kit P/N 25928-06. All models require ECM calibration with Screamin' Eagle Pro Street Tuner for proper installation. SCREAMIN' EAGLE SE8-447 CAM TORQUE Enhanced torque in the low to mid RPM band Ideal for a fully-loaded bike Increased horsepower in the mid RPM range Responds well to roll-on throttle application Crisp throttle response and acceleration at lower speeds Can be used with stock valve springs", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "25400199", ,
"-29400061", "" , "SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP Dress up the Heavy Breather Air Cleaner with this radical cover. Manufactured from forged aluminum and precision CNC-machined and polished, these easy-to-install two-piece covers add a rich custom look. Cover is available in mirrorchrome or cut back gloss black finish to match your customizing direction. Kit includes water-repellent rain sock. SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP Dress up the Heavy Breather Air Cleaner with this radical cover. Manufactured from forged aluminum and precision CNC-machined and polished, these easy-to-install two-piece covers add a rich custom look. Cover is available in mirrorchrome or cut back gloss black finish to match your customizing direction. Kit includes water-repellent rain sock.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400061", ,
"-29900028", "" , "USB CHARGING ADAPTOR 54-AMP HIGH OUTPUT CHARGING SYSTEM The Harley-Davidson High Output Charging System is engineered to provide 30% more power than the stock system at idle. With 54 amps of output at 4000 rpm, accessories will operate at their peak performance no more dimming lights, reduced audio performance or under-performing heated gear. This is a recommended installation anytime a multi-amp audio system is installed on the vehicle in order to achieve the full capability of your audio system. It is also recommended when installing headed seats, heated gear and other higher draw powered accessories. 29900028A $509.95 Fits '11-'16 Touring, '10-'16 CVO Touring and '09-'16 Trike models. Stock on '14-'16 FLHTKSE, FLHXSE and FLTRUSE. 10ac.csv Readme.md ac.csv afile.ccsv afile.csv b.txt draft_rev1.csv grep h.txt harley.sh harleytwo.sh list new.csv normal.txt questions shit.csv shittwo.csv there this.csv thisone.csv three.sh '14-'16 models with 6- and 8- Speaker Systems require installation of High Output Charging System P/N 29900028A. 10ac.csv Readme.md ac.csv afile.ccsv afile.csv b.txt draft_rev1.csv grep h.txt harley.sh harleytwo.sh list new.csv normal.txt questions shit.csv shittwo.csv there this.csv thisone.csv three.sh Requires separate purchase of Vented Fairing Lowers. 10ac.csv Readme.md ac.csv afile.ccsv afile.csv b.txt draft_rev1.csv grep h.txt harley.sh harleytwo.sh list new.csv normal.txt questions shit.csv shittwo.csv there this.csv thisone.csv three.sh Requires separate purchase of King Tour-Pak and Rigid Tour-Pak Mounting Rack. BOOM! AUDIO STAGE II *NOTE: '14-'16 models with Boom! Audio Stage II systems with 6 or 8 speakers require installation of High-Output Charging System P/N 29900028A. BOOM! AUDIO STAGE II SPEAKER COMPONENTS BOOM!TM AUDIO STAGE II SPEAKER KIT FAIRING* Designed for increased volume, sound quality and durability, Stage II Fairing Speakers feature a 6.5 long-throw woofer for low frequencies, a bridge mounted mid-frequency driver, and a separate tweeter for high-frequencies. Like true audiophile components, each speaker is powered by two channels from our 300 watt RMS amplifier one channel powers the woofer, and another powers the mid/tweeter combo. When powered by separate dedicated bass and high-frequency amplifier channels, you are doubling the power to each speaker when compared to our Boom!TM Audio Stage I system. The results? You get thumping bass response, sizzling vocals and clean, distortion free performance at all volume levels. Built with composite speaker frames, powerful magnets and protective perforated metal grills, these weather and vibration resistant speakers are designed for life on the road. Complete kit includes 2 three-way speakers, grills and plug-in connections. Separate purchase of fairing mount amplifier is required. Boom! Audio speakers feature a two-year warranty. 76000524A Batwing Fairing. $329.95 Fits '14-later FLHTCU, FLHTCUL, FLHTK, FLHTKL, FLHTKSE, FLHX, FLHXS and FLHTCUTG models. Stock on '15-later FLHXSE models. Requires separate purchase of a Boom! Audio accessory amplifier. Not compatible with models equipped with Stage I Boom! Audio components. Dealer installation and software updates are required. 76000594A Road Glide Fairing. $359.95 Fits '15-later FLTRU, FLTRUSE, FLTRX and FLTRXS models. Stock on '18-later FLTRXSE models. Requires separate purchase of a Boom! Audio accessory amplifier. Not compatible with models equipped with Stage I Boom! Audio components. Dealer installation and software updates are required. BOOM! AUDIO STAGE II SPEAKER KIT BATWING FAIRING *NOTE: '14-'16 models with Boom! Audio Stage II systems with 6 or 8 speakers require installation of High-Output Charging System P/N 29900028A. BOOM! AUDIO STAGE I/II FAIRING LOWER SPEAKER KIT TWIN-COOLEDTM MODELS* Designed for installation in the Original Equipment fairing lowers of Twin-CooledTM Touring models, these vibrationtested waterproof two-way speakers feature rider directed tweeters for clear, crisp sound. The 4 bass/midrange driver and the grill-mounted 1 tweeter are performance-optimized to complement the sound characteristics of both Stage I and Stage II Boom! Audio systems, and provide higher listening volumes with reduced distortion at highway speeds. For easy installation, the speakers are pre-mounted to a backing plate that snaps in place, replacing the fairing lower cooling system access doors. The speakers can be easily removed to check coolant levels. Complete kit includes left and right two-way speakers and wiring harness. Boom! Audio speakers feature a two-year warranty. 76000660 $299.95 Fits '14-later FLHTCU-TC, FLHTK, FLHTKL, FLHTKSE, FLTRU, FLTRUSE and '14-'17 FLHXSE models with Twin-Cooled engines. Use on vehicles equipped with Stage II Boom! Audio systems requires the separate purchase of Boom! Audio Amplifier Kit P/N 76000277A and Speaker Installation Kit P/N 76000586 or 76000749. FLHXSE models require separate purchase of Installation Kit P/N 76000734. Does not fit FLHXSE models equipped with Tour-Pak luggage. Does not fit FLHTKSE models equipped with Boom! Audio Stage II. Not compatible with Screamin' Eagle Heavy Breather Kits. BOOM! AUDIO STAGE II SPEAKER KIT -- TRIKE BODY *NOTE: '14-'16 models with Boom! Audio Stage II systems with 6 or 8 speakers require installation of High-Output Charging System P/N 29900028A. BOOM! AUDIO STAGE II SPEAKER KIT -- SADDLEBAGS COLOR-MATCHED FAIRING LOWER SPEAKER BOXES Fits '14-later Touring models equipped with vented fairing lowers and Boom! Audio Fairing Lower Speaker Kit P/N 76000487. Does not fit models with Twin-CooledTM engines. COLOR-MATCHED SADDLEBAG SPEAKER LIDS Fits '14-later Touring models equipped with Boom! Audio Saddlebag Speaker Kit P/N 76000489. *NOTE: '14-'16 models with Boom! Audio Stage II systems with 6 or 8 speakers require installation of High-Output Charging System P/N 29900028A. BOOM! AUDIO AMPLIFIER KIT (76000278 SHOWN) BOOM! AUDIO AMPLIFIER KIT (76000523 SHOWN) BOOM! AUDIO STAGE I SPEAKER EXPANSION KIT BOOM!TM AUDIO STAGE I BAGGER AMP & SPEAKER KITS Fill the air with sound from this Boom!TM Audio Boom Bagger Kit. Available to fit 2- and 4-speaker models, this complete audio kit provides the latest in Harley-Davidson audio components, When installed, the increased power of the amplifier provides the speakers with a clean signal and a custom equalization is available to further optimize the performance of the Boom! Audio speaker system. Speakers feature twoyear warranty. Dealer Digital TechnicianTM software update is required. Dealer installation is recommended. Ensure maximum output of your audio system with the recommended High Output Charging System P/N 29900028A. Note: The use of the Boom! Audio Amplifier turns off the radio's internal amplifier. Installation of a third or fourth set of Stage I speakers requires the Boom! Audio Speaker Expansion Kit. C. 4-SPEAKER ULTRA BOOM! BAGGER KIT Kit includes Boom! Audio 6.5 fairing and rear speakers, Boom! Audio 4-channel fairing-mounted amplifier, amplifier mount and wiring harness. Boom! Audio speakers feature a two-year warranty. COLOR-MATCHED SADDLEBAG SPEAKER LIDS Custom saddlebag lids are shaped to accommodate Boom! Audio Saddlebag Lid Speakers. Speaker openings are formed to angle the speakers and direct the sound forward toward the rider and passenger. Kit reuses Original Equipment hinges, locks and mounting hardware. BOOM! AUDIO SPEAKER INSTALLATION KIT TRIKE BODY *NOTE: '14-'16 Boom! Audio Stage II systems with 6 or 8 speakers require installation of High-Output Charging System P/N 29900028A. SAE 2-PIN TO USB ADAPTER SAE 2-PIN Y-HARNESS 54-AMP HIGH OUTPUT CHARGING SYSTEM The Harley-Davidson High Output Charging System is engineered to provide 30% more power than the stock system at idle. With 54 amps of output at 4000 rpm, accessories will operate at their peak performance no more dimming lights, reduced audio performance or under-performing heated gear. This is a recommended installation anytime a multi-amp audio system is installed on the vehicle in order to achieve the full capability of your audio system. It is also recommended when installing headed seats, heated gear and other higher draw powered accessories. 29900028A $509.95 Fits '11-'16 Touring, '10-'16 CVO Touring and '09-'16 Trike models. Stock on '14-'16 FLHTKSE, FLHXSE and FLTRUSE.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29900028", ,
"-31600048", "" , "SCREAMIN' EAGLE 10MM PHAT SPARK PLUG WIRES Fat 10mm plug wires add dimension and style to your ride. Screamin' Eagle boot design and suppression core wires ensure solid connection and maximum voltage transfer between coil and plugs. Screamin' Eagle logo printed along the wire to add style. SCREAMIN' EAGLE 10MM PHAT SPARK PLUG WIRES Fat 10mm plug wires add dimension and style to your ride. Screamin' Eagle boot design and suppression core wires ensure solid connection and maximum voltage transfer between coil and plugs. Screamin' Eagle script printed along the wire to add style.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "31600048", ,
"-31600106", "" , "SCREAMIN' EAGLE PERFORMANCE 2 SPARK PLUGS Screamin' Eagle Spark Plugs feature double platinum coating for superior erosion resistance and extended life. The V trimmed ground electrode reduces shrouding of the flame front to promote flame propagation, and the fine wire center electrode enhances startups and ignitability. Screamin' Eagle Plugs feature Ribbed Core Technology (RCT) that provides resistance to fouling, and are designed with Original Equipment-style noise suppression to prevent electrical interference with radios and CB communication equipment. Works great in racing applications where rich air/fuel conditions are required. Unique style with Screamin' Eagle logo. Sold in pairs. SCREAMIN' EAGLE PERFORMANCE SPARK PLUGS Screamin' Eagle Spark Plugs feature double platinum coating for superior erosion resistance and extended life. The V trimmed ground electrode reduces shrouding of the flame front to promote flame propagation, and the fine wire center electrode enhances startups and ignitability. Screamin' Eagle Plugs feature Ribbed Core Technology (RCT) that provides resistance to fouling, and are designed with Original Equipment-style noise suppression to prevent electrical interference with radios and CB communication equipment. Works great in racing applications where rich air/fuel conditions are required. Unique style with Screamin' Eagle logo. Sold in pairs.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "31600106", ,
"-33600076", "" , "BILLET STYLE HEEL/TOE SHIFT LEVER STANDARD LENGTH Styled to complement our billet style mirror stems, these Billet Style Shift Levers are forged from 7075-T6 aluminum, then machined and polished for a beautiful, custom look. Available in your choice of mirror chrome, satin black powder coat, or edge cut black anodized and machined aluminum finishes. Kit includes a front and rear lever and chrome hardware. AIRFLOW COLLECTION HEEL/TOE SHIFT LEVER Styled to complement the Airflow Collection, this forged billet aluminum shift lever adds a custom touch to your bike. The mirror chrome lever features a deep groove that catches light and draws your eye. The separate front and rear levers can be easily adjusted for convenient shifting, and the extendedlength rear lever provides additional space for larger boots. Kit includes a front and rear lever and mounting hardware. Lever accepts stock or accessory shifter pegs.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "33600076", ,
"-33600164", "" , "BILLET STYLE HEEL/TOE SHIFT LEVER Add a traditional heel-toe shift action and a contemporary new look. These Billet Style Shift Levers are forged from aluminum, then machined and polished for a beautiful, custom finish. Available in your choice of mirror chrome, satin black powder coat or edge cut black anodized and machined aluminum finishes. Kit includes a front and rear lever and chrome hardware.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "33600164", ,
"-37000026", "" , "SCREAMIN' EAGLE VARIABLE PRESSURE CLUTCH SCREAMIN' EAGLE TWIN CAM PERFORMANCE 2 ASSIST AND SLIP (A&S) CLUTCH KIT Developed for the high-thrust 110CI engine featured as Original Equipment on '14-'16 CVOTM models, this A&S clutch provides significantly increased torque-handling capacity (135lb/ft). Clutch is designed to improve engagement grip and provides minor slippage during downshifting to reduce shock to the power train. Reduces hand lever pull effort by over 1 pound. Complete kit features improved clutch plates for enhanced wear resistance and is the perfect addition when installing a high-output Screamin' Eagle Stage Kit. SCREAMIN' EAGLE PERFORMANCE 2 CLUTCH FRICTION DISC KIT Newly-developed friction material delivers longer life than Original Equipment friction discs. Kit includes new precisionmachined flat steel plates. This Friction Disc Kit is a perfect match for the Screamin' Eagle Twin Cam Performance Race Clutch Hub Kit P/N 37976-08. SCREAMIN' EAGLE TWIN CAM PERFORMANCE ASSIST AND SLIP CLUTCH KIT HEAVY DUTY CLUTCH SPRING FOR STOCK CLUTCH", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "37000026", ,
"-37000258", "" , "SCREAMIN' EAGLE HIGH CAPACITY CLUTCH KIT MILWAUKEE-EIGHT ENGINE The Screamin' Eagle High Capacity Clutch Kit increases the drivetrain's ability to reliably support high torque applications without significantly increasing lever effort. Designed to fit in the stock clutch basket, this kit provides smooth shifting, progressive engagement, and works with the factory Assist and Slip clutch system to keep clutch lever effort similar to the stock levels. Kit contains 10 fiber clutch plates and 10 contact plates one more than Original Equipment and 3-1200 Newton clutch springs. This combination provides 11% more clutch surface area for greater power handling capability. SCREAMIN' EAGLE HIGH CAPACITY CLUTCH PLATE KIT MILWAUKEE-EIGHT ENGINE Replacement clutch plates for the Screamin' Eagle High Capacity Clutch Kit P/N 37000287. Kit includes 10 fiber friction plates and 10 contact plates. MILWAUKEE-EIGHT ENGINE CLUTCH SPRINGS 1275N High tension springs are engineered to add additional clutch capacity in high torque and high horsepower applications. Kit includes 3-1275 Newton (N) coil springs, and is designed to complement the Screamin' Eagle High Capacity Clutch Plate Kit P/N 37000258. When combined with the High Capacity Clutch Plate Kit, torque capacity is increased to the maximum level available. Installation will increase capacity and lever effort. Springs can be installed without removing the outer primary cover.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "37000258", ,
"-37000286", "" , "SCREAMIN' EAGLE HIGH CAPACITY CLUTCH KIT MILWAUKEE-EIGHT ENGINE The Screamin' Eagle High Capacity Clutch Kit increases the drivetrain's ability to reliably support high torque applications without significantly increasing lever effort. Designed to fit in the stock clutch basket, this kit provides smooth shifting, progressive engagement, and works with the factory Assist and Slip clutch system to keep clutch lever effort similar to the stock levels. Kit contains 10 fiber clutch plates and 10 contact plates one more than Original Equipment and 3-1200 Newton clutch springs. This combination provides 11% more clutch surface area for greater power handling capability. SCREAMIN' EAGLE HIGH CAPACITY CLUTCH PLATE KIT MILWAUKEE-EIGHT ENGINE Replacement clutch plates for the Screamin' Eagle High Capacity Clutch Kit P/N 37000287. Kit includes 10 fiber friction plates and 10 contact plates. MILWAUKEE-EIGHT ENGINE CLUTCH SPRINGS 1275N High tension springs are engineered to add additional clutch capacity in high torque and high horsepower applications. Kit includes 3-1275 Newton (N) coil springs, and is designed to complement the Screamin' Eagle High Capacity Clutch Plate Kit P/N 37000258. When combined with the High Capacity Clutch Plate Kit, torque capacity is increased to the maximum level available. Installation will increase capacity and lever effort. Springs can be installed without removing the outer primary cover.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "37000286", ,
